County,Day,NewPos_All,Age 0-19,Age 20-39,Age 40-59,Age 60-79,Age 80+,Positive UnkAge,dtm_updated
Adams County,2020-02-14,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-15,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-02-29,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-01,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-02,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-03,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-06,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-08,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-12,2,0,1,0,1,0,0,2020/04/12 13:33:31
Adams County,2020-03-13,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-14,1,0,0,1,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-15,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-19,1,0,0,1,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-20,1,0,0,1,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-23,2,0,0,0,2,0,0,2020/04/12 13:33:31
Adams County,2020-03-24,3,0,1,2,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-25,1,0,0,0,1,0,0,2020/04/12 13:33:31
Adams County,2020-03-26,3,0,1,2,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-27,2,0,0,1,1,0,0,2020/04/12 13:33:31
Adams County,2020-03-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-03-29,1,0,0,0,1,0,0,2020/04/12 13:33:31
Adams County,2020-03-30,5,0,2,2,1,0,0,2020/04/12 13:33:31
Adams County,2020-03-31,1,0,0,1,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-01,4,0,4,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-02,3,1,0,1,1,0,0,2020/04/12 13:33:31
Adams County,2020-04-03,2,1,1,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-06,1,0,0,1,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-07,3,0,2,0,1,0,0,2020/04/12 13:33:31
Adams County,2020-04-08,1,0,0,1,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Adams County,2020-04-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-29,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-30,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-01-31,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-01,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-02,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-03,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-06,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-08,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-12,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-13,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-14,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-15,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-02-29,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-01,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-02,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-03,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-06,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-08,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-12,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-13,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-14,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-15,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-29,1,0,0,1,0,0,0,2020/04/12 13:33:31
Asotin County,2020-03-30,1,0,0,0,1,0,0,2020/04/12 13:33:31
Asotin County,2020-03-31,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-01,1,0,0,1,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-02,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-03,1,0,0,0,1,0,0,2020/04/12 13:33:31
Asotin County,2020-04-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-06,1,0,1,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-08,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Asotin County,2020-04-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-29,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-30,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-01-31,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-01,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-02,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-03,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-06,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-08,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-12,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-13,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-14,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-15,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-02-29,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-03-01,2,0,0,0,1,1,0,2020/04/12 13:33:31
Benton County,2020-03-02,3,0,0,0,1,2,0,2020/04/12 13:33:31
Benton County,2020-03-03,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-03-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-03-05,1,0,0,0,0,1,0,2020/04/12 13:33:31
Benton County,2020-03-06,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-03-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-03-08,1,0,0,0,1,0,0,2020/04/12 13:33:31
Benton County,2020-03-09,2,0,0,0,0,2,0,2020/04/12 13:33:31
Benton County,2020-03-10,2,0,1,1,0,0,0,2020/04/12 13:33:31
Benton County,2020-03-11,1,0,0,1,0,0,0,2020/04/12 13:33:31
Benton County,2020-03-12,2,0,1,0,0,1,0,2020/04/12 13:33:31
Benton County,2020-03-13,3,0,0,1,2,0,0,2020/04/12 13:33:31
Benton County,2020-03-14,5,0,0,1,3,1,0,2020/04/12 13:33:31
Benton County,2020-03-15,6,1,0,2,2,1,0,2020/04/12 13:33:31
Benton County,2020-03-16,5,0,1,1,3,0,0,2020/04/12 13:33:31
Benton County,2020-03-17,8,0,2,2,1,3,0,2020/04/12 13:33:31
Benton County,2020-03-18,11,0,3,5,1,2,0,2020/04/12 13:33:31
Benton County,2020-03-19,3,0,0,1,0,1,1,2020/04/12 13:33:31
Benton County,2020-03-20,12,0,2,3,2,5,0,2020/04/12 13:33:31
Benton County,2020-03-21,7,1,3,1,1,1,0,2020/04/12 13:33:31
Benton County,2020-03-22,10,1,1,5,1,2,0,2020/04/12 13:33:31
Benton County,2020-03-23,11,0,3,2,2,4,0,2020/04/12 13:33:31
Benton County,2020-03-24,10,0,4,2,3,1,0,2020/04/12 13:33:31
Benton County,2020-03-25,10,0,0,7,0,3,0,2020/04/12 13:33:31
Benton County,2020-03-26,18,0,4,0,5,9,0,2020/04/12 13:33:31
Benton County,2020-03-27,21,0,6,4,8,3,0,2020/04/12 13:33:31
Benton County,2020-03-28,12,1,2,4,4,1,0,2020/04/12 13:33:31
Benton County,2020-03-29,9,0,1,2,2,4,0,2020/04/12 13:33:31
Benton County,2020-03-30,11,1,4,4,1,1,0,2020/04/12 13:33:31
Benton County,2020-03-31,5,0,2,1,1,1,0,2020/04/12 13:33:31
Benton County,2020-04-01,17,2,4,6,4,1,0,2020/04/12 13:33:31
Benton County,2020-04-02,7,0,3,3,1,0,0,2020/04/12 13:33:31
Benton County,2020-04-03,7,0,3,1,3,0,0,2020/04/12 13:33:31
Benton County,2020-04-04,7,0,1,1,2,3,0,2020/04/12 13:33:31
Benton County,2020-04-05,1,1,0,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-04-06,6,0,1,2,3,0,0,2020/04/12 13:33:31
Benton County,2020-04-07,5,0,1,3,1,0,0,2020/04/12 13:33:31
Benton County,2020-04-08,6,1,2,3,0,0,0,2020/04/12 13:33:31
Benton County,2020-04-09,2,0,1,1,0,0,0,2020/04/12 13:33:31
Benton County,2020-04-10,1,0,1,0,0,0,0,2020/04/12 13:33:31
Benton County,2020-04-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-29,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-30,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-01-31,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-01,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-02,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-03,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-06,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-08,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-12,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-13,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-14,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-15,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-20,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-22,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-23,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-25,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-26,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-27,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-28,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-02-29,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-01,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-02,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-03,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-05,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-06,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-08,1,0,0,0,1,0,0,2020/04/12 13:33:31
Chelan County,2020-03-09,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-10,1,0,0,1,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-11,2,0,0,2,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-12,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-13,3,0,1,2,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-14,1,0,0,0,0,1,0,2020/04/12 13:33:31
Chelan County,2020-03-15,1,0,1,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-16,2,0,0,0,2,0,0,2020/04/12 13:33:31
Chelan County,2020-03-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-18,2,0,1,0,0,1,0,2020/04/12 13:33:31
Chelan County,2020-03-19,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-20,2,0,1,0,0,1,0,2020/04/12 13:33:31
Chelan County,2020-03-21,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-22,1,0,0,0,1,0,0,2020/04/12 13:33:31
Chelan County,2020-03-23,2,0,1,0,1,0,0,2020/04/12 13:33:31
Chelan County,2020-03-24,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-25,2,0,0,0,1,1,0,2020/04/12 13:33:31
Chelan County,2020-03-26,1,0,0,0,0,1,0,2020/04/12 13:33:31
Chelan County,2020-03-27,4,0,1,1,0,2,0,2020/04/12 13:33:31
Chelan County,2020-03-28,1,0,1,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-29,1,0,0,1,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-30,3,1,1,1,0,0,0,2020/04/12 13:33:31
Chelan County,2020-03-31,1,0,1,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-01,6,0,0,2,4,0,0,2020/04/12 13:33:31
Chelan County,2020-04-02,4,0,0,0,3,1,0,2020/04/12 13:33:31
Chelan County,2020-04-03,6,0,2,2,2,0,0,2020/04/12 13:33:31
Chelan County,2020-04-04,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-05,2,0,2,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-06,3,0,2,1,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-07,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-08,1,0,0,1,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-09,1,0,1,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-10,0,0,0,0,0,0,0,2020/04/12 13:33:31
Chelan County,2020-04-11,0,0,0,0,0,0,0,2020/04/12 13:33:31
Clallam County,2020-01-16,0,0,0,0,0,0,0,2020/04/12 13:33:31
Clallam County,2020-01-17,0,0,0,0,0,0,0,2020/04/12 13:33:31
Clallam County,2020-01-18,0,0,0,0,0,0,0,2020/04/12 13:33:31
